Category,Quantity,References,Value,Stock Code,Unit Cost,Description,Group Layer,PCB Package,Supplier,Placed
Miscellaneous,2,"7B2,7C2",74LS245,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS245NE4?qs=sGAEpiMZZMs9F6aVvY09bhwfQrNqig7qIcn1fgzui%2FY%3D,S$0.89,Octal Bus Transceivers With Tristate Outputs,Video,DIL20,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Miscellaneous,1,7D,74LS21,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS21NE4?qs=sGAEpiMZZMtMa9lbYwD6ZGuuqVaqkGmOS8GB5LKZP7E%3D,S$0.62,Dual 4-Input Positive-AND Gates,Sprites,DIL14,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,6,"7D6,7E6,7F6,7H6,7J6,7K6",74194,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS194AN?qs=%2Fha2pyFadujYU8BF2jKu2xc2zlYRxRNCxtAdpWgTaU4%3D,S$1.25,4-Bit Bidirectional Universal Shift Registers,Chars,DIL16,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,4,"7JR,7LR,7MR,7MR2",6264FAST,https://www.mouser.sg/ProductDetail/Alliance-Memory/AS6C6264-55PCN?qs=sGAEpiMZZMt9mBA6nIyysDfDw0vDQxSwL3Jgh6owPVw%3D,S$4.01,64K (8Kx8) Static RAM,Sprites,DIL28,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-628-41-801000?qs=%2Fha2pyFaduj2Vn9jTBaNkbbuPoiuMRTWeD8fU3A14YCfUCD0%252BtDLsfAVe9w3OSTn,Top Copper
Miscellaneous,8,"7L7,7L72,7M7,7M72,7N7,7P7,7R7,7S7",74194,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS194AN?qs=%2Fha2pyFadujYU8BF2jKu2xc2zlYRxRNCxtAdpWgTaU4%3D,S$1.25,4-Bit Bidirectional Universal Shift Registers,Tiles,DIL16,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,7S,74HC138,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS138NE4?qs=sGAEpiMZZMtxONTBFIcRfk9GpaUoLd0ck0Ao35GjMhY%3D,S$0.72,3-Line to 8-Line Decoders/Demultiplexers,Sprites,DIL16,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,8C6,7408,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS08NE4?qs=sGAEpiMZZMtMa9lbYwD6ZGuuqVaqkGmOfW4A%252BAFGoNk%3D,S$0.72,Quadruple 2-Input Positive-AND Gates,Chars,DIL14,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,4,"8E6R,8H6R,8K6R,8N6R",6264FAST,https://www.mouser.sg/ProductDetail/Alliance-Memory/AS6C6264-55PCN?qs=sGAEpiMZZMt9mBA6nIyysDfDw0vDQxSwL3Jgh6owPVw%3D,S$4.01,64K (8Kx8) Static RAM,Chars,DIL28,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-628-41-801000?qs=%2Fha2pyFaduj2Vn9jTBaNkbbuPoiuMRTWeD8fU3A14YCfUCD0%252BtDLsfAVe9w3OSTn,Top Copper
Miscellaneous,1,BANKSEL1,CONN-SIL2,https://www.mouser.sg/ProductDetail/Mill-Max/380-10-102-10-003000?qs=MLItCLRbWsyWWsUs4lllqQ%3D%3D,,0.1in pitch SIL connector strip,Sprites,CONN-SIL2,,Top Copper
Miscellaneous,1,BANKSEL2,CONN-SIL2,https://www.mouser.sg/ProductDetail/Mill-Max/380-10-102-10-003000?qs=MLItCLRbWsyWWsUs4lllqQ%3D%3D,,0.1in pitch SIL connector strip,Tiles,CONN-SIL2,,Top Copper
Miscellaneous,1,BANKSEL4,CONN-SIL2,https://www.mouser.sg/ProductDetail/Mill-Max/380-10-102-10-003000?qs=MLItCLRbWsyWWsUs4lllqQ%3D%3D,,0.1in pitch SIL connector strip,Chars,CONN-SIL2,,Top Copper
Miscellaneous,1,BANKSEL5,CONN-SIL2,https://www.mouser.sg/ProductDetail/Mill-Max/380-10-102-10-003000?qs=MLItCLRbWsyWWsUs4lllqQ%3D%3D,,0.1in pitch SIL connector strip,Mode7,CONN-SIL2,,Top Copper
Miscellaneous,7,"CSYNC1,HSYNC1,JB1,JG1,JR1,TVSYNC1,VSYNC1",161-0098-E,https://www.mouser.sg/ProductDetail/Kobiconn/161-0097-E?qs=XvXsANjzvCPrZr5AKzRXng%3D%3D,,RCA Phono Connectors PHONO PCB WHITE,Video,1610098E,,Top Copper
Miscellaneous,3,"DR58,DR68,DR78",75,,,Generic resistor symbol,,NULL,,Not placed
Miscellaneous,1,DU83,74161,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS161AN?qs=sGAEpiMZZMtdY2G%252BSI3N4ULNIy7IUD05%2FJSW%252B139gsI%3D,S$0.90,Synchronous 4-Bit Binary Counters,,NULL,,Not placed
Miscellaneous,1,EXPANSIONBUSA1,CONN-DIL34,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/929852-01-17-30?qs=sGAEpiMZZMs%252BGHln7q6pm0R%252BIqgWC%252BQxCIlq0Hg83cE%3D,S$4.54,0.1in pitch DIL connector strip,Backplane,CONN-DIL34,,Top Copper
Miscellaneous,1,EXPANSIONBUSB1,CONN-DIL8,https://www.mouser.sg/ProductDetail/Mill-Max/803-47-008-10-001000?qs=sGAEpiMZZMvlX3nhDDO4AEvDUxDP%2FxEU0g06CSv%2FFqg%3D,S$8.11,0.1in pitch DIL connector strip,Backplane,CONN-DIL8,,Top Copper
Miscellaneous,1,EXPANSIONBUSC1,CONN-SIL2,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/929850-01-02-10?qs=sGAEpiMZZMs%252BGHln7q6pm6DQXoV0bF8fKj%2FScW6NT6k%3D,S$1.28,0.1in pitch SIL connector strip,Backplane,CONN-SIL2,,Top Copper
Miscellaneous,12,"EXPANSIONBUSH1,EXPANSIONBUSH2,EXPANSIONBUSH3,EXPANSIONBUSH4,EXPANSIONBUSH5,EXPANSIONBUSH6,VIDEOH1,VIDEOH2,VIDEOH3,VIDEOH4,VIDEOH5,VIDEOH6",09022646824,https://www.mouser.sg/ProductDetail/?qs=gIpPgrDBK%2Fj7cjNJs9Ij%252BQ%3D%3D,,"Harting 64 Way 2.54mm Pitch, Type B Class C2, 2 Row a/b, Straight DIN 41612 Connector, Socket, Solder",Backplane,09022646824,,Top Copper
Miscellaneous,10,"EXPANSIONBUSP1,EXPANSIONBUSP2,EXPANSIONBUSP3,EXPANSIONBUSP4,EXPANSIONBUSP5,VIDEOP1,VIDEOP2,VIDEOP3,VIDEOP4,VIDEOP5",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,,DIN 41612 Connectors 64P 2A MALE R/A SLDR,,09021646921,,Top Copper
Miscellaneous,2,"EXPANSIONBUSP6,VIDEOP6",MY_09021646921,https://www.mouser.sg/ProductDetail/HARTING/09021646921?qs=gIpPgrDBK%2FiWr6s0yE4P1A%3D%3D,,DIN 41612 Connectors 64P 2A MALE R/A SLDR,,09021646921,,Not placed
Miscellaneous,1,INRAMSEL1,CONN-SIL8,https://www.mouser.sg/ProductDetail/Mill-Max/380-10-108-10-003000?qs=MLItCLRbWsxB5q2uC0js4g%3D%3D,,0.1in pitch SIL connector strip,Video,CONN-SIL8,,Top Copper
Miscellaneous,1,JP1,JUMPER,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/929850-01-02-10?qs=sGAEpiMZZMs%252BGHln7q6pm6DQXoV0bF8fKj%2FScW6NT6k%3D,,Animated Jumper,Video,CONN-SIL2,,Top Copper
Miscellaneous,4,"LAYER1,LAYER2,LAYER3,LAYER4",TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Video,SHDRRA10W64P254_2X5_2032X889X927P,,Top Copper
Miscellaneous,1,PIXEL1,TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Sprites,SHDRRA10W64P254_2X5_2032X889X927P,,Top Copper
Miscellaneous,1,PIXEL2,TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Chars,SHDRRA10W64P254_2X5_2032X889X927P,,Top Copper
Miscellaneous,2,"PIXEL3,PIXEL4",TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Tiles,SHDRRA10W64P254_2X5_2032X889X927P,,Top Copper
Miscellaneous,1,PIXEL5,TST-105-04-L-D-RA,https://www.mouser.sg/ProductDetail/Samtec/TST-105-04-L-D-RA?qs=rU5fayqh%252BE1Sh4tE8MmD1w%3D%3D,,Conn Shrouded Header HDR 10 POS 2.54mm Solder RA Thru-Hole Tube,Mode7,SHDRRA10W64P254_2X5_2032X889X927P,,Top Copper
Miscellaneous,1,ROWCOL1,CONN-DIL20,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/929850-01-20-10?qs=sGAEpiMZZMs%252BGHln7q6pmwu5ra4CY41iGmTOHot%252BMls%3D,S$4.48,0.1in pitch DIL connector strip,Backplane,CONN-DIL20,,Top Copper
Miscellaneous,3,"RV1,RV2,RV3",100,Digikey 3005P-101-ND,,POT 100 OHM 3/4 inch RECT WW SL MT,Video,PRE-MT0.75,,Top Copper
Miscellaneous,1,VID1,CONN-DIL8,https://www.mouser.sg/ProductDetail/Mill-Max/803-47-008-10-001000?qs=sGAEpiMZZMvlX3nhDDO4AEvDUxDP%2FxEU0g06CSv%2FFqg%3D,S$2.53,0.1in pitch DIL connector strip,Video,CONN-DIL8,,Top Copper
Miscellaneous,1,VID2,2311586-4,https://www.mouser.sg/ProductDetail/TE-Connectivity/2311586-4?qs=rrS6PyfT74fCtSRxG4pC6w%3D%3D,,"D-Sub High Density Connectors AMPL REC, HD22 R/A 15P THREADED BLU",Video,23115864,,Top Copper
Miscellaneous,1,VIDCLK,555,https://www.mouser.sg/ProductDetail/CTS-Electronic-Components/MXO45HS-2C-12M0000?qs=sGAEpiMZZMt8zWNA7msRCvpTgpVI8f3UwUWPm0GFK9s%3D,,Timer/Oscillator,Video,DIL08,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-308-41-001000?qs=WZeyYeqMOWe5ncqYpB7m3g%3D%3D,Top Copper
Miscellaneous,1,VIDEO1,CONN-DIL20,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/929850-01-20-10?qs=sGAEpiMZZMs%252BGHln7q6pmwu5ra4CY41iGmTOHot%252BMls%3D,,0.1in pitch DIL connector strip,Backplane,CONN-DIL20,,Top Copper
Miscellaneous,1,VSMDD1,VSMDIGITALDISPLAY,,,CRT Display with frequency detection,,NULL,,Not placed
Miscellaneous,4,"VSMDD2,VSMDD3,VSMDD4,VSMDD5",VSMDIGITALDATA,,,Digital Data Generator (Virtual Instrument),,NULL,,Not placed
Miscellaneous,1,X2,CRYSTAL,https://www.mouser.sg/ProductDetail/ECS/ECS-121-S-4X?qs=sGAEpiMZZMsBj6bBr9Q9aQVbz5FLOGxj6PWo6GSXrZU%3D,S$1.04,Quartz crystal,Video,XTAL18,,Top Copper
